연번,수송일자,호선,고유역번호(외부역코드),역명,승하차구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
432,2022-08-04,2,218,종합운동장,하차,32,255,435,718,404,314,250,300,284,347,496,711,2284,2736,748,364,392,383,182,82
433,2022-08-05,2,218,종합운동장,승차,69,200,580,802,515,355,289,331,373,330,345,470,588,625,424,388,680,4428,267,32
434,2022-08-05,2,218,종합운동장,하차,29,247,443,669,451,299,240,284,325,406,543,921,3329,2833,865,327,380,422,237,90
435,2022-08-06,2,218,종합운동장,승차,39,102,160,252,304,244,286,297,315,390,345,351,388,325,279,804,4463,525,88,4
436,2022-08-06,2,218,종합운동장,하차,28,352,305,344,318,269,203,315,322,473,593,1712,3600,762,276,255,354,243,178,11
437,2022-08-07,2,218,종합운동장,승차,25,67,77,178,211,314,300,367,349,328,351,311,329,281,646,4160,565,136,45,9
438,2022-08-07,2,218,종합운동장,하차,26,315,452,312,357,396,257,293,354,506,1315,3093,679,306,292,247,218,185,132,7
439,2022-08-08,2,218,종합운동장,승차,62,190,604,807,576,324,254,241,226,281,272,316,536,566,271,227,183,159,83,40
440,2022-08-08,2,218,종합운동장,하차,32,283,540,823,460,236,173,271,231,249,288,279,454,834,540,350,354,386,265,93
441,2022-08-09,2,218,종합운동장,승차,61,228,648,790,618,401,242,238,248,228,398,386,771,543,234,214,139,99,53,21
442,2022-08-09,2,218,종합운동장,하차,29,239,525,830,529,371,240,304,452,283,311,354,573,830,480,281,289,223,109,55
443,2022-08-10,2,218,종합운동장,승차,53,201,617,848,596,503,1142,574,485,500,566,652,714,848,442,675,2768,3480,358,37
444,2022-08-10,2,218,종합운동장,하차,31,335,690,1499,1154,985,911,956,953,1481,1860,2331,3750,4902,1689,424,518,644,227,74
445,2022-08-11,2,218,종합운동장,승차,75,205,603,877,615,361,290,303,308,374,363,471,677,806,515,732,745,1863,187,23
446,2022-08-11,2,218,종합운동장,하차,27,228,558,1122,897,481,482,448,600,702,1083,1225,1781,2037,954,415,380,431,201,61
447,2022-08-12,2,218,종합운동장,승차,58,207,577,810,574,366,311,324,371,479,439,575,755,967,639,1102,3377,6567,309,51
448,2022-08-12,2,218,종합운동장,하차,30,316,627,1247,772,572,477,533,761,1186,1716,2570,3644,3867,1688,628,448,512,230,105
449,2022-08-13,2,218,종합운동장,승차,56,110,142,253,318,284,352,488,574,530,419,483,802,1232,795,1164,4653,6721,2594,2
450,2022-08-13,2,218,종합운동장,하차,56,787,637,659,1162,1492,1557,1021,1184,2361,3467,4065,5738,2418,753,409,392,408,234,7
451,2022-08-14,2,218,종합운동장,승차,42,80,108,186,221,328,414,502,564,504,397,563,1218,1038,1000,1353,4055,421,78,4
452,2022-08-14,2,218,종합운동장,하차,30,485,705,832,1269,1400,1513,1141,1466,2240,2772,3426,1165,487,342,272,337,209,127,5
453,2022-08-15,2,218,종합운동장,승차,42,77,93,144,202,212,244,221,271,256,251,270,311,212,112,126,102,83,46,2
454,2022-08-15,2,218,종합운동장,하차,22,144,243,239,181,137,150,190,176,212,313,298,283,244,236,158,184,171,122,7
455,2022-08-16,2,218,종합운동장,승차,58,207,631,866,609,345,296,289,270,304,310,636,581,685,391,460,3343,1635,132,47
456,2022-08-16,2,218,종합운동장,하차,36,440,490,938,488,299,245,348,274,397,513,782,2864,2821,895,406,380,350,174,64
457,2022-08-17,2,218,종합운동장,승차,66,217,638,857,602,370,302,285,275,380,485,609,553,612,378,403,614,3813,351,40
458,2022-08-17,2,218,종합운동장,하차,32,256,601,962,427,298,251,334,312,370,517,697,2602,2908,893,412,335,402,184,89
459,2022-08-18,2,218,종합운동장,승차,59,212,683,856,575,382,299,316,303,389,357,718,571,653,385,357,2044,439,74,38
460,2022-08-18,2,218,종합운동장,하차,38,255,606,976,427,274,240,292,336,353,488,609,1451,1872,698,364,422,343,205,90
461,2022-08-19,2,218,종합운동장,승차,62,219,644,835,552,371,326,283,292,304,525,620,837,690,272,223,141,110,56,30
462,2022-08-19,2,218,종합운동장,하차,31,232,535,984,358,260,250,321,323,399,474,485,614,895,523,373,293,305,213,87
463,2022-08-20,2,218,종합운동장,승차,56,101,147,237,300,396,308,361,327,353,370,382,422,292,349,761,7190,779,112,3
464,2022-08-20,2,218,종합운동장,하차,25,348,301,322,303,255,220,339,557,442,861,2629,5670,1181,322,280,373,282,191,10
465,2022-08-21,2,218,종합운동장,승차,48,88,98,189,214,314,325,459,408,340,465,306,291,351,590,5640,732,194,79,8
466,2022-08-21,2,218,종합운동장,하차,24,382,262,344,317,317,282,316,418,663,2000,4202,898,415,274,266,199,165,128,16
467,2022-08-22,2,218,종합운동장,승차,67,258,688,854,601,373,307,309,276,314,551,472,567,594,309,196,202,139,52,32
468,2022-08-22,2,218,종합운동장,하차,30,373,581,906,419,316,233,293,301,317,324,405,526,931,561,333,324,348,159,48
469,2022-08-23,2,218,종합운동장,승차,56,231,697,950,590,373,363,298,272,284,361,674,606,658,379,325,477,1599,188,48
470,2022-08-23,2,218,종합운동장,하차,42,223,592,976,468,308,263,258,324,385,468,593,1273,1697,702,399,376,398,205,80
471,2022-08-24,2,218,종합운동장,승차,68,225,702,958,619,414,318,340,307,292,475,661,598,633,422,347,1381,650,86,39
472,2022-08-24,2,218,종합운동장,하차,31,257,676,961,435,317,254,309,351,363,486,600,1252,1689,756,405,355,351,208,78
473,2022-08-25,2,218,종합운동장,승차,54,207,696,916,616,397,333,328,305,377,416,726,722,764,508,508,6807,1670,120,50
474,2022-08-25,2,218,종합운동장,하차,37,272,586,990,508,324,287,432,438,607,926,1490,4282,4201,1036,428,497,417,204,81
475,2022-08-26,2,218,종합운동장,승차,65,227,691,898,610,363,443,306,405,310,516,592,677,745,458,2470,6310,451,136,39
476,2022-08-26,2,218,종합운동장,하차,35,248,574,995,429,351,282,343,415,388,629,1263,4793,5478,1360,455,422,352,260,133
477,2022-08-27,2,218,종합운동장,승차,61,116,152,245,312,350,389,432,430,404,440,1805,691,642,811,1896,5664,2765,128,4
478,2022-08-27,2,218,종합운동장,하차,26,408,455,352,469,787,950,1030,817,1513,1583,2784,4795,1518,465,305,413,298,221,32
479,2022-08-28,2,218,종합운동장,승차,40,83,89,191,239,324,386,486,413,390,1305,580,411,295,1021,4009,1657,227,81,5
480,2022-08-28,2,218,종합운동장,하차,26,342,225,382,514,1042,744,320,475,857,1894,3573,1073,374,270,254,252,183,136,5
481,2022-08-29,2,218,종합운동장,승차,67,208,682,915,623,373,309,279,266,307,573,551,528,645,299,209,193,144,42,41
482,2022-08-29,2,218,종합운동장,하차,34,390,605,1218,405,298,249,287,283,281,344,414,513,966,549,369,343,329,207,83
483,2022-08-30,2,218,종합운동장,승차,69,209,651,937,613,379,292,285,246,235,319,773,582,614,335,208,197,120,42,19
484,2022-08-30,2,218,종합운동장,하차,33,257,553,1103,398,261,202,312,237,290,370,382,591,909,587,406,333,281,186,46
485,2022-08-31,2,218,종합운동장,승차,67,223,682,958,664,371,414,333,407,330,416,690,668,682,430,429,1314,1999,112,19
486,2022-08-31,2,218,종합운동장,하차,32,253,682,1210,488,378,295,336,329,359,477,639,1835,2419,878,421,405,359,213,84
487,2022-09-01,2,218,종합운동장,승차,64,260,733,1024,648,430,357,348,346,333,404,691,618,720,435,509,2753,305,104,31
488,2022-09-01,2,218,종합운동장,하차,33,280,653,992,465,371,233,394,330,396,544,722,1855,2489,945,406,417,398,199,96
489,2022-09-02,2,218,종합운동장,승차,62,208,736,962,643,432,372,447,409,622,524,731,839,806,398,356,1162,3288,365,64
490,2022-09-02,2,218,종합운동장,하차,33,241,642,1147,586,431,360,435,492,520,641,837,2418,3350,1088,427,389,460,273,123
491,2022-09-03,2,218,종합운동장,승차,62,117,165,259,321,401,497,545,552,465,526,553,529,430,682,5771,439,282,75,3
492,2022-09-03,2,218,종합운동장,하차,31,270,375,460,439,450,335,466,620,760,1804,4811,1316,469,333,368,254,331,221,11
493,2022-09-04,2,218,종합운동장,승차,37,71,72,163,217,338,289,497,1013,462,440,540,463,194,107,112,69,93,35,10
494,2022-09-04,2,218,종합운동장,하차,42,185,115,286,350,480,345,660,792,309,311,303,316,344,249,221,187,165,101,17
495,2022-09-05,2,218,종합운동장,승차,62,221,707,1035,634,349,267,254,265,238,443,564,481,530,229,170,147,88,36,16
496,2022-09-05,2,218,종합운동장,하차,32,402,700,1183,439,291,194,269,241,285,320,390,596,931,636,309,312,240,130,34
497,2022-09-06,2,218,종합운동장,승차,56,200,658,860,578,368,377,339,372,314,350,505,567,711,382,404,2716,2425,180,38
498,2022-09-06,2,218,종합운동장,하차,33,204,552,814,393,315,217,325,332,389,503,857,2542,3772,1058,390,384,427,190,86
499,2022-09-07,2,218,종합운동장,승차,68,215,768,1061,691,464,385,309,306,363,471,688,662,767,399,530,1276,4935,719,50
500,2022-09-07,2,218,종합운동장,하차,35,257,611,1206,447,401,295,372,341,435,547,909,3426,4464,1318,468,472,435,279,108
501,2022-09-08,2,218,종합운동장,승차,69,213,750,922,645,462,469,640,941,965,862,1298,940,769,454,498,580,15103,747,55
502,2022-09-08,2,218,종합운동장,하차,39,304,634,1077,707,641,633,987,1220,1869,2880,4913,7741,4724,758,463,433,854,235,83
503,2022-09-09,2,218,종합운동장,승차,61,90,152,193,218,320,373,684,1097,950,838,959,2744,626,311,221,235,12117,2153,6
504,2022-09-09,2,218,종합운동장,하차,25,218,189,257,429,692,798,1576,3548,2545,3145,4083,5290,2654,249,209,351,628,196,8
505,2022-09-10,2,218,종합운동장,승차,66,78,109,87,114,140,151,199,160,178,262,4727,1547,300,151,120,86,96,33,18
506,2022-09-10,2,218,종합운동장,하차,23,71,80,128,133,243,381,1519,4181,773,269,268,217,197,116,142,109,92,71,40
507,2022-09-11,2,218,종합운동장,승차,27,56,68,121,184,319,308,383,319,305,277,802,8816,683,324,130,117,166,42,11
508,2022-09-11,2,218,종합운동장,하차,28,172,118,255,301,486,610,2438,6196,1081,291,297,440,259,204,159,189,175,124,35
509,2022-09-12,2,218,종합운동장,승차,31,63,70,133,187,236,233,241,245,249,242,269,247,207,149,138,128,121,47,4
510,2022-09-12,2,218,종합운동장,하차,27,98,110,167,158,125,151,170,193,265,401,291,315,357,237,216,182,188,110,14
511,2022-09-13,2,218,종합운동장,승차,64,231,698,1042,710,456,327,347,314,321,346,632,571,707,416,409,2938,583,152,25
512,2022-09-13,2,218,종합운동장,하차,41,448,670,1190,1024,651,390,349,291,392,513,686,1925,2842,936,445,364,375,157,52
513,2022-09-14,2,218,종합운동장,승차,72,245,767,1056,714,410,383,350,343,322,496,675,638,729,509,394,3995,1920,180,46
514,2022-09-14,2,218,종합운동장,하차,37,322,694,1184,510,350,283,410,344,416,583,951,2823,3919,1773,487,425,418,197,86
515,2022-09-15,2,218,종합운동장,승차,64,219,800,1062,690,466,344,339,293,339,349,726,650,720,435,389,2975,550,109,46
516,2022-09-15,2,218,종합운동장,하차,42,326,646,1076,509,327,282,356,335,388,492,721,2094,2803,868,399,384,425,249,67
517,2022-09-16,2,218,종합운동장,승차,62,228,753,999,636,420,370,344,337,355,934,634,660,808,451,1180,3351,352,80,45
518,2022-09-16,2,218,종합운동장,하차,27,248,673,1213,550,351,326,387,399,454,546,848,2505,3070,1081,489,435,446,257,131
519,2022-09-17,2,218,종합운동장,승차,48,115,153,297,377,571,993,2118,2326,2320,2180,1936,1597,1306,1635,7835,1391,18898,1425,5
520,2022-09-17,2,218,종합운동장,하차,30,458,628,1439,1225,2410,2179,2319,3232,4938,7149,11838,11693,5798,543,528,566,1140,275,26
521,2022-09-18,2,218,종합운동장,승차,65,90,106,213,275,499,1206,2428,2372,2010,2196,2210,6549,1564,624,733,829,20302,1215,5
522,2022-09-18,2,218,종합운동장,하차,28,331,503,1054,1013,2535,2559,4056,6968,4356,5147,5734,10420,6812,472,430,445,702,207,8
523,2022-09-19,2,218,종합운동장,승차,78,266,767,1058,703,416,319,320,314,315,495,449,584,659,373,258,223,153,66,41
524,2022-09-19,2,218,종합운동장,하차,39,480,656,1103,563,342,230,312,333,322,418,441,637,975,712,421,364,331,174,85
525,2022-09-20,2,218,종합운동장,승차,84,247,816,1136,696,444,374,447,372,354,781,694,734,851,536,656,1120,2023,148,52
526,2022-09-20,2,218,종합운동장,하차,31,539,939,1428,671,404,291,389,340,396,493,699,1984,2669,1050,448,448,403,240,78
527,2022-09-21,2,218,종합운동장,승차,65,238,812,1082,671,435,527,380,362,329,474,493,722,836,536,399,866,1833,110,38
528,2022-09-21,2,218,종합운동장,하차,39,515,707,1167,534,389,311,364,403,435,583,675,1484,2282,911,464,391,422,209,88
529,2022-09-22,2,218,종합운동장,승차,76,226,759,1057,722,478,526,337,320,345,511,613,713,738,616,1009,6925,707,145,42
530,2022-09-22,2,218,종합운동장,하차,36,478,871,1263,596,412,272,360,391,477,561,1307,4593,4625,1257,521,402,410,237,112
531,2022-09-23,2,218,종합운동장,승차,67,219,755,1010,632,513,460,361,340,394,454,798,895,909,501,629,6492,3869,400,42
532,2022-09-23,2,218,종합운동장,하차,34,333,788,1146,537,419,325,418,407,489,699,1284,5184,6825,1925,500,559,448,238,123
533,2022-09-24,2,218,종합운동장,승차,51,116,178,291,352,487,441,562,588,607,699,1454,720,599,1113,7298,4200,7333,524,0
534,2022-09-24,2,218,종합운동장,하차,28,533,675,721,853,634,734,1295,2004,2197,4775,8996,3811,2014,806,470,380,507,222,33
535,2022-09-25,2,218,종합운동장,승차,53,108,89,205,251,381,470,546,451,457,586,784,3908,960,1960,866,2078,7245,388,5
536,2022-09-25,2,218,종합운동장,하차,29,222,316,546,751,734,639,1589,4180,2406,3356,3244,2651,1612,811,412,277,453,197,8
537,2022-09-26,2,218,종합운동장,승차,72,235,792,1111,672,412,368,340,256,320,572,488,616,644,347,272,266,144,43,24
538,2022-09-26,2,218,종합운동장,하차,37,427,723,1280,491,346,239,314,327,342,371,414,597,1025,651,392,335,342,145,76
539,2022-09-27,2,218,종합운동장,승차,55,244,809,1097,745,440,374,366,312,304,348,733,798,800,324,313,221,163,53,30
540,2022-09-27,2,218,종합운동장,하차,35,323,779,1333,510,366,262,326,376,403,395,458,663,1027,732,410,388,376,221,74
541,2022-09-28,2,218,종합운동장,승차,61,233,731,1031,714,447,391,455,469,627,540,647,660,700,380,271,277,134,60,35
542,2022-09-28,2,218,종합운동장,하차,32,321,785,1316,725,608,299,406,347,365,451,505,625,1028,641,406,405,404,212,90
543,2022-09-29,2,218,종합운동장,승차,56,252,761,1107,690,442,357,372,314,342,399,751,646,636,512,364,1094,3174,193,54
544,2022-09-29,2,218,종합운동장,하차,37,343,699,1123,513,312,262,396,340,387,552,790,2374,2907,1052,474,381,485,241,97
545,2022-09-30,2,218,종합운동장,승차,63,232,782,1004,683,452,386,360,378,389,629,635,737,773,482,575,4179,673,180,36
546,2022-09-30,2,218,종합운동장,하차,39,299,678,1065,486,364,313,378,465,484,684,957,2724,3483,1214,488,433,417,267,111
547,2022-10-01,2,218,종합운동장,승차,37,165,167,247,326,346,403,426,419,439,459,656,508,571,955,5194,1683,340,135,0
548,2022-10-01,2,218,종합운동장,하차,36,610,593,396,306,320,315,535,686,1017,2154,5011,1518,452,323,322,265,253,186,23
549,2022-10-02,2,218,종합운동장,승차,43,99,89,183,234,438,458,578,503,496,485,1037,6743,582,584,326,197,149,70,0
550,2022-10-02,2,218,종합운동장,하차,26,421,297,490,517,665,748,1825,4428,1422,835,535,633,299,257,204,258,196,142,4
551,2022-10-03,2,218,종합운동장,승차,42,81,101,138,197,227,420,610,341,240,287,304,585,527,838,203,120,49,63,3
552,2022-10-03,2,218,종합운동장,하차,25,157,159,269,199,347,602,349,336,452,640,539,625,304,275,237,202,188,85,12
553,2022-10-04,2,218,종합운동장,승차,65,234,802,1137,813,491,350,328,350,351,403,637,577,651,361,637,4911,1381,107,45
554,2022-10-04,2,218,종합운동장,하차,33,406,730,1196,533,418,342,453,359,458,619,973,3249,4053,1243,480,437,383,170,102
555,2022-10-05,2,218,종합운동장,승차,66,230,764,1110,751,509,401,436,433,302,538,1097,681,819,481,810,5374,500,94,30
556,2022-10-05,2,218,종합운동장,하차,36,475,894,1312,739,577,431,467,417,447,609,1150,3218,3541,1294,489,480,430,228,67
557,2022-10-06,2,218,종합운동장,승차,65,225,804,1099,798,432,394,375,377,381,402,627,760,769,422,513,4118,508,145,25
558,2022-10-06,2,218,종합운동장,하차,36,342,885,1208,746,446,351,368,338,467,588,900,2511,3047,1204,441,446,428,219,74
559,2022-10-07,2,218,종합운동장,승차,61,220,753,994,689,523,482,448,473,437,838,880,1041,940,560,827,3282,21276,1281,58
560,2022-10-07,2,218,종합운동장,하차,38,425,761,1115,532,486,486,501,740,1217,2177,4660,10764,10897,2642,665,596,1093,330,131
561,2022-10-08,2,218,종합운동장,승차,96,117,168,306,316,363,406,469,474,486,572,921,786,785,1752,9282,2540,329,110,5
562,2022-10-08,2,218,종합운동장,하차,40,588,598,337,325,437,401,594,1134,2870,5947,5338,1554,648,389,456,452,400,246,35
563,2022-10-09,2,218,종합운동장,승차,46,114,99,159,245,341,368,751,1082,698,429,755,343,379,612,262,272,172,50,1
564,2022-10-09,2,218,종합운동장,하차,39,354,327,490,594,777,579,805,521,596,270,362,516,286,250,206,201,170,119,24
565,2022-10-10,2,218,종합운동장,승차,42,86,112,152,215,271,305,302,256,269,299,474,289,360,392,208,103,79,37,0
566,2022-10-10,2,218,종합운동장,하차,23,175,182,310,230,224,204,253,308,508,483,353,485,360,266,234,195,228,97,9
567,2022-10-11,2,218,종합운동장,승차,58,242,777,1102,716,444,339,343,333,364,632,562,727,703,392,293,585,3514,244,41
568,2022-10-11,2,218,종합운동장,하차,43,360,780,1284,474,365,303,442,360,410,554,698,2281,2929,1152,502,420,414,194,73
569,2022-10-12,2,218,종합운동장,승차,72,223,845,1137,685,470,362,414,421,453,581,1078,1517,790,492,301,364,163,91,41
570,2022-10-12,2,218,종합운동장,하차,35,367,828,1302,716,538,692,877,439,433,420,499,741,1107,753,380,379,385,212,94
571,2022-10-13,2,218,종합운동장,승차,63,239,760,1147,740,455,483,1094,313,343,573,878,614,749,460,349,375,187,85,40
572,2022-10-13,2,218,종합운동장,하차,38,500,1608,1496,690,350,330,366,300,344,400,494,706,1002,695,411,450,407,240,84
573,2022-10-14,2,218,종합운동장,승차,78,230,776,1010,667,458,362,1017,438,431,630,596,942,796,476,222,336,195,75,33
574,2022-10-14,2,218,종합운동장,하차,38,347,1100,1452,523,443,368,360,476,442,489,494,724,1064,768,384,369,344,249,122
575,2022-10-15,2,218,종합운동장,승차,52,135,161,306,334,450,431,410,507,453,1108,1348,605,437,688,415,275,174,89,6
576,2022-10-15,2,218,종합운동장,하차,28,674,703,415,406,550,428,823,1648,647,427,515,582,347,288,319,300,295,201,8
577,2022-10-16,2,218,종합운동장,승차,37,105,120,197,228,397,416,566,658,660,544,593,846,575,350,414,263,120,49,6
578,2022-10-16,2,218,종합운동장,하차,36,538,725,478,679,1062,690,489,351,460,417,353,451,327,250,256,224,183,121,12
579,2022-10-17,2,218,종합운동장,승차,74,242,766,1063,722,454,334,320,326,320,531,529,610,688,347,312,313,143,52,33
580,2022-10-17,2,218,종합운동장,하차,35,466,753,1393,524,409,240,378,332,357,418,447,615,1122,782,376,315,347,189,63
581,2022-10-18,2,218,종합운동장,승차,77,243,800,1109,763,455,330,335,332,841,422,942,805,867,312,346,249,124,61,27
582,2022-10-18,2,218,종합운동장,하차,37,367,888,1900,866,387,235,336,353,393,373,506,670,1011,660,429,445,335,201,63
583,2022-10-19,2,218,종합운동장,승차,58,217,740,1105,879,471,389,392,372,381,513,626,642,860,434,315,491,756,100,47
584,2022-10-19,2,218,종합운동장,하차,34,359,818,1741,1049,553,248,373,348,419,454,494,706,1409,1093,417,411,367,210,102
585,2022-10-20,2,218,종합운동장,승차,73,257,757,1119,674,471,364,402,324,349,642,490,687,779,504,382,403,806,120,33
586,2022-10-20,2,218,종합운동장,하차,37,471,757,1147,751,389,310,357,391,379,462,499,754,1255,1017,442,388,424,246,85
587,2022-10-21,2,218,종합운동장,승차,61,222,694,992,664,450,368,375,580,454,481,579,851,797,501,329,405,890,136,45
588,2022-10-21,2,218,종합운동장,하차,47,435,695,1137,555,408,296,375,432,486,496,507,789,1234,1102,435,399,421,267,114
589,2022-10-22,2,218,종합운동장,승차,65,125,168,318,397,540,526,781,1018,982,912,1016,1070,2072,918,707,4928,9319,358,3
590,2022-10-22,2,218,종합운동장,하차,24,869,837,662,680,839,1151,1371,1883,3113,5101,5189,3675,898,512,539,567,716,200,7
591,2022-10-23,2,218,종합운동장,승차,43,100,107,176,267,418,499,837,897,752,826,1282,925,821,581,916,1658,11778,345,7
592,2022-10-23,2,218,종합운동장,하차,99,329,413,440,767,921,921,1545,1919,3041,4200,4719,3509,470,320,355,403,599,165,9
593,2022-10-24,2,218,종합운동장,승차,84,234,832,1062,682,411,355,331,345,323,556,670,729,902,440,517,9874,2219,122,35
594,2022-10-24,2,218,종합운동장,하차,32,365,753,1414,698,372,306,378,392,493,870,1811,6407,7300,1692,465,480,382,157,76
595,2022-10-25,2,218,종합운동장,승차,68,248,822,1086,684,430,377,322,322,324,409,752,698,911,505,902,1159,5863,5793,49
596,2022-10-25,2,218,종합운동장,하차,34,341,809,1437,579,422,246,326,436,555,822,1770,6537,7903,1745,519,467,448,292,61
597,2022-10-26,2,218,종합운동장,승차,77,237,765,1069,703,440,372,365,307,332,501,701,658,856,490,345,582,627,100,33
598,2022-10-26,2,218,종합운동장,하차,37,375,780,1380,526,447,238,348,343,401,408,528,735,1324,1072,422,385,409,201,90
599,2022-10-27,2,218,종합운동장,승차,58,256,774,1056,681,428,448,397,407,480,607,636,716,918,630,563,502,806,122,33
600,2022-10-27,2,218,종합운동장,하차,37,602,859,1309,702,574,579,504,468,407,452,515,751,1265,1078,390,405,432,221,100
601,2022-10-28,2,218,종합운동장,승차,76,217,728,974,657,547,503,1070,1868,2751,6755,1128,911,818,450,526,920,2238,167,39
602,2022-10-28,2,218,종합운동장,하차,34,371,837,1537,3467,6142,3823,1398,831,773,895,881,1201,1809,1484,455,416,464,293,115
603,2022-10-29,2,218,종합운동장,승차,51,126,173,288,348,563,430,530,660,720,653,984,711,2480,966,622,3806,2867,266,0
604,2022-10-29,2,218,종합운동장,하차,38,660,793,498,713,1147,760,895,1201,1906,3022,2091,1694,1271,655,384,476,377,222,32
605,2022-10-30,2,218,종합운동장,승차,45,86,86,185,306,340,502,690,587,469,751,1003,547,390,570,864,2588,415,43,1
606,2022-10-30,2,218,종합운동장,하차,34,278,328,575,698,733,602,842,1160,1019,1131,1107,999,395,305,246,323,228,131,6
607,2022-10-31,2,218,종합운동장,승차,94,225,818,1049,716,433,312,658,326,316,504,553,631,707,284,283,398,122,85,31
608,2022-10-31,2,218,종합운동장,하차,37,350,750,1765,535,335,281,332,331,343,404,435,635,1082,840,364,331,328,185,59
609,2022-11-01,2,218,종합운동장,승차,66,234,797,1098,649,449,343,347,305,324,384,655,578,677,401,264,559,134,71,30
610,2022-11-01,2,218,종합운동장,하차,32,347,713,1353,486,348,222,317,278,352,427,482,662,1278,717,388,366,376,181,78
611,2022-11-02,2,218,종합운동장,승차,59,256,810,1043,674,412,382,360,334,315,453,586,631,716,343,295,365,613,76,31
612,2022-11-02,2,218,종합운동장,하차,37,326,727,1370,436,338,254,359,334,349,445,471,770,1316,989,392,414,379,215,82
613,2022-11-03,2,218,종합운동장,승차,78,240,816,1075,608,452,406,370,283,324,457,526,657,688,430,347,316,627,82,26
614,2022-11-03,2,218,종합운동장,하차,35,340,808,1219,595,379,243,324,302,371,432,461,676,1211,917,436,394,360,195,73
615,2022-11-04,2,218,종합운동장,승차,67,214,704,974,643,407,388,862,405,338,518,640,749,678,390,288,627,736,72,29
616,2022-11-04,2,218,종합운동장,하차,33,275,1101,1235,539,349,251,370,364,424,490,536,871,1465,1096,417,353,406,272,91
617,2022-11-05,2,218,종합운동장,승차,45,131,167,265,351,522,415,393,381,832,466,715,541,1130,629,427,577,246,51,7
618,2022-11-05,2,218,종합운동장,하차,37,415,602,520,532,408,622,518,483,704,820,468,673,682,376,251,277,264,181,13
619,2022-11-06,2,218,종합운동장,승차,89,84,98,227,300,490,1008,2677,2580,958,472,1644,570,334,628,904,204,97,43,0
620,2022-11-06,2,218,종합운동장,하차,54,340,228,459,737,1652,1454,1240,1550,604,490,670,968,361,272,230,211,167,118,2
621,2022-11-07,2,218,종합운동장,승차,77,227,753,1064,658,427,366,321,308,292,489,518,650,660,311,292,370,251,47,36
622,2022-11-07,2,218,종합운동장,하차,32,378,697,1249,455,377,236,325,318,348,353,441,629,1126,802,439,373,356,153,68
623,2022-11-08,2,218,종합운동장,승차,62,244,796,1121,669,450,363,449,435,838,400,692,560,713,449,333,375,154,62,39
624,2022-11-08,2,218,종합운동장,하차,29,379,992,1545,569,433,231,343,341,303,346,430,652,1086,841,441,422,382,197,95
625,2022-11-09,2,218,종합운동장,승차,71,231,737,1151,673,471,368,449,347,328,532,551,651,674,390,388,415,791,95,43
626,2022-11-09,2,218,종합운동장,하차,38,345,660,1316,574,543,267,351,312,338,450,492,752,1304,1111,444,399,429,207,92
627,2022-11-10,2,218,종합운동장,승차,73,231,760,1027,721,459,389,403,345,276,513,646,673,803,404,204,552,693,101,30
628,2022-11-10,2,218,종합운동장,하차,33,285,687,1146,600,411,269,350,332,366,471,461,746,1246,1149,431,420,451,222,100
629,2022-11-11,2,218,종합운동장,승차,57,213,751,921,669,434,337,387,348,361,664,532,855,635,352,248,384,793,108,52
630,2022-11-11,2,218,종합운동장,하차,29,256,681,1109,554,346,286,322,357,412,485,523,750,1283,991,374,308,381,223,139
631,2022-11-12,2,218,종합운동장,승차,41,117,162,225,410,368,346,386,356,926,489,612,487,1162,428,321,222,670,43,3
632,2022-11-12,2,218,종합운동장,하차,26,362,559,330,375,354,557,451,479,741,956,580,721,627,357,271,270,276,156,41
633,2022-11-13,2,218,종합운동장,승차,40,64,82,194,239,353,375,528,413,286,854,1488,478,348,488,1513,1442,94,32,12
634,2022-11-13,2,218,종합운동장,하차,43,262,215,349,407,556,994,1447,1123,578,634,1026,1224,362,257,245,244,173,115,14
635,2022-11-14,2,218,종합운동장,승차,64,241,739,1053,661,419,361,306,1099,302,554,461,555,669,297,220,411,138,54,30
636,2022-11-14,2,218,종합운동장,하차,33,395,1420,1281,478,317,255,335,362,335,384,390,629,1102,731,419,346,329,157,66
637,2022-11-15,2,218,종합운동장,승차,70,208,783,1049,680,431,384,366,390,510,884,629,635,646,303,279,210,115,69,26
638,2022-11-15,2,218,종합운동장,하차,32,355,621,1162,765,422,392,368,287,330,397,464,591,1001,667,426,428,350,199,57
639,2022-11-16,2,218,종합운동장,승차,61,212,710,1035,746,531,403,556,384,389,372,409,595,722,356,974,937,670,74,32
640,2022-11-16,2,218,종합운동장,하차,33,302,614,1143,519,491,290,358,363,418,510,492,1038,2061,1180,441,377,386,186,79
641,2022-11-17,2,218,종합운동장,승차,70,203,647,933,797,468,398,359,292,333,439,431,753,719,322,258,788,724,82,32
642,2022-11-17,2,218,종합운동장,하차,37,328,576,675,555,339,277,300,286,352,472,500,923,1508,1159,426,367,366,235,100
643,2022-11-18,2,218,종합운동장,승차,60,211,640,955,626,423,356,369,343,377,555,505,952,677,404,201,410,775,94,37
644,2022-11-18,2,218,종합운동장,하차,33,289,568,1002,682,342,271,377,387,399,567,417,750,1270,1008,330,427,356,221,129
645,2022-11-19,2,218,종합운동장,승차,54,117,164,251,374,392,401,501,467,465,483,1369,571,1152,508,215,645,258,70,6
